"","Problem","Solution.Length","Worse.Rate","Parametr.changed","n","min_temperature","max_temperature","probability_of_shuffle","probability_of_heuristic","a","b","duration_of_execution_in_seconds","k","max_length_percent_of_cycle","swap_states_probability","closeness","cooling_rate"
"1","p43",5674,0.951709552344028,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"2","ry48p",16367,11.8836683570599,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"3","ftv44",2003,19.4707938092861,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"4","ftv64",2486,26.0257441673371,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"5","ftv33",1480,13.1081081081081,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"6","kro124p",46111,21.4287263342803,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"7","ftv38",1664,8.05288461538461,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"8","ftv55",1883,14.6043547530536,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"9","ft53",9089,24.0290460996809,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"10","ftv35",1791,17.7554438860972,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"11","br17",39,0,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"12","rbg323",1727,23.2194557035321,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"13","rbg358",1790,35.0279329608939,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"14","rbg443",3909,30.4169864415452,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"15","rbg403",3476,29.0851553509781,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"16","ft70",42379,8.74489723683899,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"17","ftv170",3855,28.5343709468223,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"18","ftv47",2223,20.1079622132254,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"19","ftv70",2520,22.6190476190476,"n",5,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"20","p43",5641,0.372274419429175,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"21","ry48p",16321,11.635316463452,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"22","ftv44",1891,14.7012162876785,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"23","ftv64",2476,25.7269789983845,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"24","ftv33",1499,14.209472981988,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"25","kro124p",46484,22.059203166681,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"26","ftv38",1662,7.94223826714801,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"27","ftv55",1944,17.2839506172839,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"28","ft53",9176,24.7493461203139,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"29","ftv35",1788,17.6174496644295,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"30","br17",39,0,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"31","rbg323",1732,23.4411085450346,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"32","rbg358",1794,35.1727982162765,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"33","rbg443",3833,29.0373075919645,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"34","rbg403",3496,29.4908466819222,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"35","ft70",42568,9.15006577710956,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"36","ftv170",3923,29.7731328065256,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"37","ftv47",2251,21.1017325633052,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"38","ftv70",2384,18.2046979865772,"n",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"39","p43",5650,0.530973451327426,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"40","ry48p",16207,11.0137594866416,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"41","ftv44",1967,17.9969496695475,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"42","ftv64",2550,27.8823529411765,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"43","ftv33",1594,19.3224592220828,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"44","kro124p",46120,21.4440589765828,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"45","ftv38",1679,8.87432995830851,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"46","ftv55",1962,18.0428134556575,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"47","ft53",9066,23.8363114934922,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"48","ftv35",1654,10.9431680773882,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"49","br17",39,0,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"50","rbg323",1732,23.4411085450346,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"51","rbg358",1798,35.3170189098999,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"52","rbg443",3848,29.3139293139293,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"53","rbg403",3474,29.0443293033967,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"54","ft70",42583,9.18206796139305,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"55","ftv170",3811,27.709262660719,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"56","ftv47",2246,20.9260908281389,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"57","ftv70",2420,19.4214876033058,"n",15,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"58","p43",5655,0.618921308576475,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"59","ry48p",16272,11.3692232055064,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"60","ftv44",2003,19.4707938092861,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"61","ftv64",2476,25.7269789983845,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"62","ftv33",1474,12.7544097693351,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"63","kro124p",46394,21.9080053455188,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"64","ftv38",1654,7.49697702539298,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"65","ftv55",1941,17.1561051004637,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"66","ft53",8519,18.9458856673318,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"67","ftv35",1788,17.6174496644295,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"68","br17",39,0,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"69","rbg323",1724,23.0858468677494,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"70","rbg358",1776,34.5157657657658,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"71","rbg443",3915,30.5236270753512,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"72","rbg403",3408,27.6701877934272,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"73","ft70",42405,8.80084895649098,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"74","ftv170",3846,28.3671346853874,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"75","ftv47",2241,20.7496653279786,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"76","ftv70",2479,21.3392496974587,"probability_of_shuffle",10,0.1,100,0.3,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"77","p43",5668,0.84685956245589,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"78","ry48p",16472,12.4453618261292,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"79","ftv44",2003,19.4707938092861,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"80","ftv64",2565,28.3040935672515,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"81","ftv33",1604,19.8254364089776,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"82","kro124p",46303,21.7545299440641,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"83","ftv38",1670,8.38323353293413,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"84","ftv55",2006,19.8404785643071,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"85","ft53",8753,21.1127613389695,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"86","ftv35",1777,17.1074845244795,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"87","br17",39,0,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"88","rbg323",1732,23.4411085450346,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"89","rbg358",1812,35.8167770419426,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"90","rbg443",3770,27.8514588859417,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"91","rbg403",3519,29.951690821256,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"92","ft70",42405,8.80084895649098,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"93","ftv170",3884,29.0679711637487,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"94","ftv47",2254,21.206743566992,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"95","ftv70",2429,19.7200494030465,"probability_of_shuffle",10,0.1,100,0.4,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"96","p43",5666,0.811860218849276,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"97","ry48p",16472,12.4453618261292,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"98","ftv44",1953,17.4091141833077,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"99","ftv64",2567,28.3599532528243,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"100","ftv33",1543,16.6558651976669,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"101","kro124p",46430,21.968554813698,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"102","ftv38",1666,8.16326530612244,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"103","ftv55",1960,17.9591836734694,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"104","ft53",8689,20.5317067556681,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"105","ftv35",1788,17.6174496644295,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"106","br17",39,0,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"107","rbg323",1714,22.6371061843641,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"108","rbg358",1789,34.9916154276132,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"109","rbg443",3767,27.7940005309265,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"110","rbg403",3502,29.6116504854369,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"111","ft70",42351,8.68456470921583,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"112","ftv170",3833,28.1241847117141,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"113","ftv47",2223,20.1079622132254,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"114","ftv70",2376,17.9292929292929,"probability_of_shuffle",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"115","p43",5679,1.03891530198979,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"116","ry48p",16604,13.1414117080222,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"117","ftv44",1960,17.7040816326531,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"118","ftv64",2550,27.8823529411765,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"119","ftv33",1425,9.75438596491229,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"120","kro124p",46408,21.9315635235304,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"121","ftv38",1723,11.2013929193268,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"122","ftv55",1991,19.2365645404319,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"123","ft53",8801,21.5430064765367,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"124","ftv35",1788,17.6174496644295,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"125","br17",39,0,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"126","rbg323",1729,23.3082706766917,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"127","rbg358",1805,35.5678670360111,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"128","rbg443",3742,27.3115980758952,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"129","rbg403",3531,30.1897479467573,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"130","ft70",42507,9.01969087444421,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"131","ftv170",3923,29.7731328065256,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"132","ftv47",2374,25.1895534962089,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"133","ftv70",2422,19.4880264244426,"probability_of_shuffle",10,0.1,100,0.6,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"134","p43",5708,1.541695865452,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"135","ry48p",16244,11.2164491504556,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"136","ftv44",2003,19.4707938092861,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"137","ftv64",3477,47.1095772217429,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"138","ftv33",1596,19.4235588972431,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"139","kro124p",46076,21.3690424516017,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"140","ftv38",1683,9.09090909090909,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"141","ftv55",2012,20.0795228628231,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"142","ft53",8921,22.5983634121735,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"143","ftv35",1788,17.6174496644295,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"144","br17",39,0,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"145","rbg323",1734,23.5294117647059,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"146","rbg358",1772,34.3679458239278,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"147","rbg443",4003,32.050961778666,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"148","rbg403",3532,30.2095130237826,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"149","ft70",42381,8.74920365258016,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"150","ftv170",3887,29.1227167481348,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"151","ftv47",2347,24.3289305496378,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"152","ftv70",2389,18.3758894935119,"probability_of_heuristic",10,0.1,100,0.5,0.3,1,1,2,10,0.2,0.1,1.5,0.9
"153","p43",5686,1.1607456911713,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"154","ry48p",16584,13.03666184274,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"155","ftv44",1967,17.9969496695475,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"156","ftv64",2639,30.3145130731338,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"157","ftv33",1596,19.4235588972431,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"158","kro124p",46541,22.1546593326314,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"159","ftv38",1683,9.09090909090909,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"160","ftv55",2012,20.0795228628231,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"161","ft53",9073,23.8950732943899,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"162","ftv35",1701,13.4038800705467,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"163","br17",39,0,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"164","rbg323",1729,23.3082706766917,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"165","rbg358",1787,34.9188584219362,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"166","rbg443",3814,28.6837965390666,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"167","rbg403",3505,29.6718972895863,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"168","ft70",42381,8.74920365258016,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"169","ftv170",3887,29.1227167481348,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
"170","ftv47",2226,20.2156334231806,"probability_of_heuristic",10,0.1,100,0.5,0.4,1,1,2,10,0.2,0.1,1.5,0.9
